"id","user_id","ratable_id","ratable_type","rating","created_at","updated_at","comment"
"285","834","19083","Product","5","2014-01-26 12:10:15","2014-01-26 12:10:15","Such a tasty kraut!"
"286","834","19081","Product","5","2014-01-26 12:10:55","2014-01-26 12:10:55","My favorite of their excellent krauts!"
"287","834","19082","Product","5","2014-01-26 12:11:26","2014-01-26 12:11:26","Great Kimchi!"
"288","834","19191","Product","5","2014-01-26 12:12:33","2014-01-26 12:12:33","This farm is local to me; love their lamb!"
"289","834","19182","Product","5","2014-01-26 12:12:46","2014-01-26 12:12:46","Great stuff!"
"290","834","27411","Product","4","2014-01-26 12:13:57","2014-01-26 12:13:57","I use their non homogenized milk occasionally when I can't get raw. Delicious!"
"291","834","27416","Product","4","2014-01-26 12:14:22","2014-01-26 12:14:22","Excellent cream when I can't get raw."
"292","834","25535","Product","4","2014-01-26 12:16:08","2014-01-26 12:16:08","Best yogurt when I can't get raw!"
"293","834","24943","Product","5","2014-01-26 12:20:06","2014-01-26 12:20:06","Fantastic honey "
"294","834","28663","Product","5","2014-01-26 12:20:58","2014-01-26 12:20:58","Best salt!"
"295","834","17992","Product","5","2014-01-26 13:19:03","2014-01-26 13:19:03","It is fun, although a lot of work, to brine your own olives! These are excellent."
"296","834","21045","Product","4","2014-01-26 13:21:21","2014-01-26 13:21:21","These are very good; a little sweeter than I care for."
"297","834","17637","Product","5","2014-01-26 13:23:08","2014-01-26 13:23:08","Great ACV!"
"298","834","28038","Product","5","2014-01-26 13:26:06","2014-01-26 13:26:06","This is fantastic mayo!"
"299","834","20452","Product","4","2014-01-26 13:27:01","2014-01-26 13:27:01","Best I can find easily in stores when I'm out of my mail order mayo!"
"300","834","19046","Product","4","2014-01-26 13:27:54","2014-01-26 13:27:54","Delicious!"
"301","834","19045","Product","4","2014-01-26 13:28:06","2014-01-26 13:28:06","Delicious!"
"302","991","17465","Product","5","2014-01-28 05:28:17","2014-01-28 05:28:17","Always use these. I Buy from vita cost. "
"303","967","21139","Product","5","2014-01-28 19:48:10","2014-01-28 19:48:10",NULL
"304","867","23931","Product","5","2014-01-29 02:08:03","2014-01-29 02:08:03",NULL
"305","867","21355","Product","5","2014-01-29 02:12:02","2014-01-29 02:12:02",NULL
"306","178","27815","Product","4","2014-01-29 03:15:54","2014-01-29 03:15:54","Nice dark yellow firm yokes.  Consistently  good."
"307","1","21887","Product","5","2014-01-31 17:40:29","2014-01-31 17:40:29","Awesome food!"
"308","1041","21450","Product","5","2014-02-01 22:42:13","2014-02-01 22:42:13","Great stuff, very rich with a unique taste & golden color. Amish farmer.
"
"309","1042","21176","Product","5","2014-02-02 13:07:21","2014-02-02 13:07:21","Yum!
FIVE stars
"
"310","931","27407","Product","5","2014-02-04 02:43:00","2014-02-04 02:43:00",NULL
"311","358","23450","Product","4","2014-02-05 00:14:18","2014-02-05 00:14:18","Nice product, always has good coconut smell and sometimes can be found in a great reusable glass jar!"
"312","1095","20560","Product","5","2014-02-05 22:11:41","2014-02-05 22:11:41","Awesome!"
"313","751","24736","Product","5","2014-02-09 01:36:19","2014-02-09 01:36:19","Best ghee ever!"
"314","1165","21750","Product","4","2014-02-12 05:14:29","2014-02-12 05:14:29","I use this rice almost exclusively. It's delicious and affordable. Wish it was all wild rice but the blend is the best option here."
"315","1165","17167","Product","4","2014-02-12 05:24:14","2014-02-12 05:24:14","Wonderful addition to breakfast. With butter, cream cheese, jam... It's all wonderful. "
"316","26","20413","Product","5","2014-02-15 16:15:19","2014-02-15 16:15:19","I use it in conjunction with cod liver oil for my family just to get a broader nutrient spectrum"
"317","26","25535","Product","4","2014-02-15 16:19:30","2014-02-15 16:19:30","Definitely a good choice for those times you can't make you own"
"318","194","27815","Product","5","2014-02-17 20:13:47","2014-02-17 20:13:47",NULL
"319","194","26924","Product","4","2014-02-17 20:16:41","2014-02-17 20:16:41","Happy that I can find these at Publix when I can't get to whole foods etc"
"320","1265","19191","Product","5","2014-02-26 00:14:12","2014-02-26 00:14:12","I used to live 20 min from Fields of Athenry Farm in Va. The best lamb ever! Amazing broth, soups and stews"
"321","883","18185","Product","5","2014-02-28 06:24:46","2014-02-28 06:24:46","Love this! Expensive but worth it."
"322","503","19086","Product","5","2014-02-28 19:31:50","2014-02-28 19:31:50","Best store bought Greek yogurt ever!!!
"
"323","105","20434","Product","5","2014-02-28 20:23:35","2014-02-28 20:23:35","Love this flavor. 
"
"324","1286","16725","Product","3","2014-03-01 04:28:15","2014-03-01 04:28:15",NULL
"325","105","20412","Product","5","2014-03-01 23:00:15","2014-03-01 23:00:15","I get the Oslo orange flavor
"
"326","105","28205","Product","5","2014-03-01 23:05:36","2014-03-01 23:05:36","I have been using this oil for some months now. Very good. Love wilderness' coconut products. "
"327","1291","23846","Product","5","2014-03-02 06:22:55","2014-03-02 06:22:55",NULL
